"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"452819","14","TEXAS RENAL VENTURES","251 UNIVERSITY DR","SUITE 101","FORT WORTH","TX","76107","TARRANT","(817) 870-5002","Profit","Yes","RENAL VENTURES MANAGEMENT","0","29","1","1","0","2000-09-28 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","16","001","0","001","62","0.87","2.02","0.41","001","As Expected","88","100","001","95","001","93","001","","254","57","75","622","19","133","0","0","53","001","11","001","81","670","001","116","1037","1","121","1100","001","7","24","27","29","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.79","1.36","0.65","0.77","As Expected","001","As Expected","001","104","455","1.05","1.03"
"452820","14","USRC MCALLEN DIALYSIS","1301 EAST RIDGE ROAD","SUITE C","MCALLEN","TX","78503","HIDALGO","(956) 668-8484","Profit","Yes","TRUCARE HEALTH CARE","0","28","1","0","0","2000-09-12 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","111","0.53","1.14","0.27","001","As Expected","129","97","001","93","001","","257","","254","114","140","1272","0","0","0","0","58","001","15","001","148","1353","001","155","1361","1","160","1417","001","10","29","29","20","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.41","1.35","0.63","0.88","As Expected","001","As Expected","001","148","637","0.92","1.1"
"452821","14","KIRBY KIDNEY DISEASE CENTER","4653 BINZ ENGLEMAN ROAD","SUITE  #2","KIRBY","TX","78219","BEXAR","(210) 661-0201","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","0","0","2000-10-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","51","0.75","1.79","0.35","001","As Expected","73","100","001","91","001","","257","","254","59","89","610","0","0","0","0","60","001","8","001","94","640","001","90","838","1","97","879","001","8","34","25","24","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.15","1.35","0.35","0.72","As Expected","001","As Expected","001","82","370","0.63","1"
"452822","14","DALLAS EAST DIALYSIS","3312 NORTH BUCKNER","SUITE 213","DALLAS","TX","75228","DALLAS","(214) 660-1840","Profit","Yes","GAMBRO HEALTHCARE","0","17","1","0","0","2000-11-08 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","79","0.86","1.86","0.44","001","As Expected","83","100","001","96","001","","257","","254","81","97","909","0","0","0","0","61","001","5","001","99","944","001","100","918","0","104","945","001","8","30","37","15","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.56","1.19","0.57","0.6","As Expected","001","As Expected","001","94","456","0.92","0.86"
"452823","14","US RENAL CARE LAREDO DIALYSIS","6801 MCPHERSON ROAD","SUITE 107","LAREDO","TX","78041","WEBB","(956) 725-1202","Profit","Yes","INDEPENDENT","0","25","1","0","0","2001-02-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","7","001","0","001","91","0.69","1.43","0.37","001","As Expected","119","100","001","96","001","","257","","254","95","125","1125","0","0","0","0","58","001","13","001","127","1173","001","129","1217","3","134","1274","001","9","25","26","27","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.19","1.38","0.43","0.81","As Expected","001","As Expected","001","125","502","0.69","1.07"
"452825","14","NNA - BASTROP","423 OLD AUSTIN HIGHWAY","","BASTROP","TX","78602","BASTROP","(512) 581-9993","Profit","Yes","NATIONAL  NEPHROLOGY ASSOCIATES","0","20","1","0","0","2001-03-15 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","64","0.81","1.84","0.39","001","As Expected","87","95","001","92","001","","257","","254","66","102","796","0","0","0","0","74","001","8","001","105","846","001","99","878","8","102","927","001","7","25","27","27","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.51","1.1","0.52","0.62","As Expected","001","As Expected","001","101","401","0.86","0.84"
"452826","14","FMC DIALYSIS SERVICES WAXAHACHIE","1300  S. ROGERS STREET","","WAXAHACHIE","TX","75165","ELLIS","(972) 938-2212","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","1","0","2001-03-23 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","2","001","0","001","46","0.81","2.09","0.35","001","As Expected","65","98","001","90","001","","257","","254","50","79","597","0","0","0","0","55","001","12","001","80","627","001","75","624","6","77","654","001","11","24","30","26","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.53","1.07","0.52","0.56","As Expected","001","As Expected","001","74","357","0.88","0.78"
"452827","14","NNA - MARBLE FALLS","802 STEVE HAWKINS PARKWAY","","MARBLE FALLS","TX","78654","BURNET","(830) 798-9575","Profit","Yes","NATIONAL  NEPHROLOGY ASSOCIATES","0","16","1","1","0","2001-03-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","36","1.13","2.75","0.52","001","As Expected","47","100","001","96","001","","199","","254","38","47","411","6","57","0","0","89","001","1","001","52","432","001","57","506","8","62","529","001","11","22","25","27","15","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.2","1.82","0.31","1.01","As Expected","001","Worse than Expected","001","52","263","0.6","1.37"
"452828","14","FMC DIALYSIS SERVICES SOUTHWESTERN","6010 FOREST PARK","SUITE 200","DALLAS","TX","75235","DALLAS","(214) 366-2973","Profit","Yes","FRESENIUS MEDICAL CARE","0","7","1","1","1","2001-05-03 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","199","","199","9","","","","199","","13","","199","23","001","","201","","254","7","12","70","0","0","0","0","69","001","0","001","18","129","001","20","152","2","1","4","199","","","","","","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.75","2.68","0.42","0.79","As Expected","001","As Expected","001","17","112","1.02","1.54"
"452829","14","KIDNEY TREATMENT CENTER NORTHWEST PA","3939  MEDICAL DRIVE      SUITE 110","","SAN ANTONIO","TX","78229","BEXAR","(210) 692-3075","Profit","Yes","INDEPENDENT","0","24","1","0","1","2001-08-03 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","41","001","0","001","27","1.59","3.78","0.74","001","As Expected","51","100","001","95","001","","257","","254","32","44","340","0","0","0","0","65","001","3","001","46","371","001","80","694","2","82","742","001","14","36","26","19","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.66","1.3","0.5","0.74","As Expected","001","As Expected","001","57","326","0.9","0.99"
"452830","14","KIDNEY CENTER OF JASPER","930 MARVIN HANCOCK DRIVE","","JASPER","TX","75951","JASPER","(409) 384-4200","Profit","Yes","AMERICAN RENAL ASSOCIATES","0","21","1","1","0","2001-08-03 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","37","001","0","001","35","1.64","3.66","0.81","001","As Expected","42","100","001","94","001","","257","","254","40","62","489","0","0","0","0","68","001","16","001","66","519","001","50","452","7","52","474","001","4","16","25","35","21","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.11","1.51","0.25","0.78","As Expected","001","As Expected","001","51","247","0.52","1.1"
"452831","14","FMC DIALYSIS SERVICES WACO WEST","730 W. HIGHWAY 6","","WACO","TX","76712","MCLENNAN","(254) 772-7719","Profit","Yes","FRESENIUS MEDICAL CARE","0","29","1","1","1","2001-08-23 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","80","1.51","2.54","0.95","001","As Expected","117","100","001","88","001","83","001","","254","81","104","896","19","69","0","0","79","001","5","001","109","950","001","130","1123","1","129","1124","001","14","40","33","9","4","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.49","1.03","0.56","0.63","As Expected","001","As Expected","001","124","624","0.89","0.81"
"452832","14","DIALYSIS SERVICES OF GRAPEVINE","1601 HART COURT","","SOUTHLAKE","TX","76092","TARRANT","(817) 329-1866","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","1","0","2001-08-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","15","001","0","001","26","0.91","4.08","0.24","001","As Expected","27","100","001","88","001","","257","","254","26","49","319","0","0","0","0","59","001","13","001","51","327","001","42","321","6","46","328","001","9","21","31","27","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.08","1.09","0.71","0.4","As Expected","001","As Expected","001","41","170","1.18","0.68"
"452833","14","KATY CINCO RANCH DIALYSIS","1265 ROCK CANYON ROAD","","KATY","TX","77450","HARRIS","(281) 392-1616","Profit","Yes","GAMBRO HEALTHCARE","0","12","1","1","0","2001-08-28 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","54","0.76","1.97","0.33","001","As Expected","76","100","001","92","001","89","001","","254","38","69","440","30","236","0","0","62","001","9","001","73","468","001","101","818","1","105","864","001","7","30","40","16","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.23","1.12","0.35","0.57","As Expected","001","As Expected","001","87","414","0.64","0.81"
"452834","14","CORVA KIDNEY CENTER-WEBSTER","1700 WEBSTER ST.","","HOUSTON","TX","77003","HARRIS","(713) 571-6674","Profit","Yes","INDEPENDENT","0","25","1","1","1","2001-08-31 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","5","001","58","1.47","2.67","0.87","001","As Expected","82","93","001","84","001","","199","","254","55","72","629","7","72","0","0","62","001","18","001","76","664","001","92","838","8","96","859","001","12","28","26","23","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.71","1.49","0.75","0.94","As Expected","001","As Expected","001","90","502","1.12","1.19"
"452835","14","BEAUMONT KIDNEY CENTER","1085 S. 23RD STREET","","BEAUMONT","TX","77707","JEFFERSON","(409) 840-2020","Profit","Yes","AMERICAN RENAL ASSOCIATES","0","30","1","1","0","2001-10-24 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","99","1.46","2.45","0.93","001","As Expected","133","100","001","95","001","95","001","","254","97","123","1097","13","125","0","0","62","001","17","001","130","1167","001","166","1496","7","178","1604","001","10","22","27","25","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.47","1.46","0.65","1","As Expected","001","Worse than Expected","001","157","712","0.95","1.22"
"452836","14","FMC HARLINGEN","1653 TREASURE HILLS BLVD.","","HARLINGEN","TX","78552","CAMERON","(956) 412-1097","Profit","Yes","RENAL CARE GROUP INC.","0","12","1","1","0","2001-11-02 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","47","0.73","2.02","0.3","001","As Expected","57","100","001","86","001","","201","","254","48","105","603","0","0","0","0","71","001","8","001","108","622","001","71","618","1","74","643","001","11","26","23","23","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.55","1.58","0.5","0.76","As Expected","001","As Expected","001","62","279","0.86","1.12"
"452837","14","FMC DIALYSIS SERVICES OF DEER PARK","4621 CENTER","","DEER PARK","TX","77536","HARRIS","(281) 542-6856","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","2001-11-29 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","4","001","0","001","28","1.19","3.17","0.5","001","As Expected","42","100","001","93","001","","257","","254","29","43","338","0","0","0","0","62","001","13","001","48","362","001","55","466","1","60","505","001","13","33","27","20","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.84","1.43","0.57","0.74","As Expected","001","As Expected","001","51","244","1.01","1.05"
"452838","14","USRC TARRANT DIALYSIS CENTER NORTH FORT WORTH","1978 EPHRIHAM AVENUE","","FORT WORTH","TX","76164","TARRANT","(817) 624-7811","Profit","Yes","TARRANT DIALYSIS CENTERS","0","30","1","1","0","2001-12-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","106","0.48","1.12","0.23","001","As Expected","131","99","001","95","001","","257","","254","115","150","1316","0","0","0","0","64","001","20","001","161","1389","001","159","1535","3","171","1607","001","11","23","25","24","17","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.32","1.3","0.57","0.85","As Expected","001","As Expected","001","151","697","0.84","1.06"
"452840","14","US RENAL CARE HOME THERAPIES","1313  LA CONCHA","","HOUSTON","TX","77054","HARRIS","(713) 668-2744","Profit","Yes","US RENAL CARE, INC.","0","1","1","1","1","2002-02-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","20","001","0","001","66","1.89","3.4","1.13","001","Worse than Expected","92","91","001","86","001","61","001","","254","34","53","367","18","145","0","0","60","001","9","001","66","337","001","113","841","1","35","183","001","10","38","24","19","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.38","1.82","1.02","1.11","Worse than Expected","001","Worse than Expected","001","106","515","1.52","1.44"
"452841","14","RCG - CENTER DIALYSIS","457 HWY 7 EAST","","CENTER","TX","75935","SHELBY","(936) 598-7351","Profit","Yes","RENAL CARE GROUP INC.","0","13","1","1","0","2002-03-08 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","27","0.31","2.6","0.05","001","As Expected","39","100","001","90","001","","199","","254","25","38","291","3","26","0","0","45","001","11","001","41","306","001","39","337","11","40","346","001","5","29","32","22","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.31","1.75","0.29","0.84","As Expected","001","As Expected","001","40","188","0.59","1.23"
"452842","14","CHILDRENS DIALYSIS CLINIC OF CENTRAL TEXAS","1301 BARBARA  JORDAN BLVD","SUITE 103","AUSTIN","TX","78723","TRAVIS","(512) 524-4213","Non-Profit","No","DIALYSIS CLINIC, INC.","0","7","1","1","0","2002-03-11 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","199","","199","8","","","","199","","2","","199","","199","","201","","199","2","1","1","0","0","3","11","","199","","199","1","1","199","3","6","","3","7","199","","","","","","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.75","","0.37","","As Expected","001","Not Available","199","16","76","0.96",""
"452844","14","FMC DIALYSIS SERVICES OF DICKINSON","3800 HUGHES COURT","","DICKINSON","TX","77539","GALVESTON","(281) 534-2673","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","1","0","2002-04-25 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","48","0.89","2.23","0.4","001","As Expected","56","100","001","91","001","","257","","254","52","72","582","0","0","0","0","71","001","13","001","78","627","001","71","620","4","78","656","001","11","32","30","19","9","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.07","1.35","0.83","0.7","As Expected","001","As Expected","001","71","307","1.3","0.98"
"452845","14","TRC PEARLAND DIALYSIS","6516  BROADWAY","SUITE 122","PEARLAND","TX","77581","BRAZORIA","(281) 412-7422","Profit","Yes","TRC TEXAS, LP","0","20","1","1","0","2002-06-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","2","001","2","001","56","0.99","2.17","0.5","001","As Expected","87","100","001","91","001","","199","","254","60","95","705","1","8","0","0","69","001","9","001","101","752","001","95","823","2","101","851","001","8","26","37","17","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.35","1.38","0.45","0.76","As Expected","001","As Expected","001","94","408","0.77","1.03"
"452846","14","FMC DIALYSIS SERVICES OF NORTH BROWNSVILLE","1900 N. EXPRESSWAY, SUITE E","","BROWNSVILLE","TX","78521","CAMERON","(956) 504-5045","Profit","Yes","FRESENIUS MEDICAL CARE","1","20","1","1","0","2002-06-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","7","001","0","001","122","1.33","2.12","0.88","001","As Expected","154","99","001","88","001","92","001","","254","104","144","1183","23","195","0","0","60","001","10","001","150","1285","001","174","1482","6","177","1495","001","5","26","32","25","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.38","1.81","0.63","1.29","As Expected","001","Worse than Expected","001","171","808","0.91","1.54"
"452847","14","TOTAL RENAL CARE- PIN OAK DIALYSIS","1302 PIN OAK ROAD","","KATY","TX","77494","HARRIS","(281) 392-4444","Profit","Yes","TRC TEXAS, LP","1","12","1","0","0","2002-08-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","2","001","47","1.15","2.56","0.57","001","As Expected","57","100","001","94","001","","257","","254","50","68","562","0","0","0","0","47","001","8","001","69","576","001","70","675","0","75","683","001","11","32","47","5","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.64","1.38","0.54","0.77","As Expected","001","As Expected","001","63","343","0.92","1.04"
"452848","14","FMC DIALYSIS SERVICES PLAINVIEW","3304 OLTON ROAD","","PLAINVIEW","TX","79072","HALE","(806) 296-6661","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","0","0","2002-09-04 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","44","1.25","2.83","0.61","001","As Expected","59","98","001","90","001","","257","","254","47","68","548","0","0","0","0","53","001","10","001","71","573","001","67","618","7","69","642","001","13","28","24","22","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.38","1.99","0.38","1.12","As Expected","001","Worse than Expected","001","69","309","0.71","1.51"
"452849","14","RCG MINEOLA DIALYSIS","102 MAXINE","","MINEOLA","TX","75773","WOOD","(903) 569-9252","Profit","Yes","RENAL CARE GROUP INC.","0","16","1","0","0","2002-09-30 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","48","1.01","2.61","0.44","001","As Expected","53","100","001","90","001","","257","","254","49","74","595","0","0","0","0","56","001","2","001","81","648","001","71","615","2","80","632","001","9","20","29","28","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.97","1.38","0.76","0.77","As Expected","001","As Expected","001","70","318","1.21","1.04"
"452850","14","FMC DIALYSIS SERVICES OF PEARLAND","1830 BROADWAY","","PEARLAND","TX","77581","BRAZORIA","(281) 993-0723","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","1","0","2002-10-15 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","35","0.96","2.76","0.38","001","As Expected","46","100","001","83","001","","257","","254","34","68","417","0","0","0","0","73","001","3","001","69","443","001","53","440","0","58","472","001","16","27","33","19","6","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.68","1.54","0.51","0.8","As Expected","001","As Expected","001","53","245","0.91","1.13"
"452851","14","US RENAL CARE GATEWAY DIALYSIS","7171  HWY 90 WEST","SUITE 101","SAN ANTONIO","TX","78227","BEXAR","(210) 673-9200","Profit","Yes","US RENAL CARE, INC.","0","25","1","1","0","2002-10-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","91","0.8","1.63","0.43","001","As Expected","128","98","001","86","001","","201","","254","89","136","1032","0","0","0","0","65","001","2","001","146","1141","001","151","1260","1","161","1360","001","14","24","25","26","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.47","1.47","0.58","0.87","As Expected","001","As Expected","001","134","520","0.9","1.15"
"452853","14","DSI WEST LAREDO DIALYSIS","4151 JAIME ZAPATA MEMORIAL HWY","SUITE 105","LAREDO","TX","78046","WEBB","(956) 791-8100","Profit","Yes","DIVERSIFIED SPECIALTY INSTITUTES (DSI)","0","25","1","0","0","2002-10-15 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","70","1.05","2.2","0.55","001","As Expected","85","99","001","96","001","","257","","254","72","101","817","0","0","0","0","53","001","19","001","103","851","001","98","803","7","101","843","001","10","23","27","26","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.68","1.91","0.69","1.19","As Expected","001","Worse than Expected","001","94","437","1.07","1.52"
