provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hctrd_f	hctg33_f	HCTG33_C	hctg33_u	hctg33_s	DATEURHT	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
492503	05	BMA - WEST END	8901 C THREE CHOPT RD		RICHMOND	VA	23229	8042885053	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1977	24	Y	Y	N	74	97	001	92	93	87	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HENRICO
492504	05	FAIRFAX DIALYSIS CENTER	8316 ARLINGTON BLVD	STE 108	FAIRFAX	VA	22031	7036988070	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1977	24	Y	Y	N	56	96	001	92	93	55	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAIRFAX CITY
492505	05	ALEXANDRIA KIDNEY CENTER	4141 DUKE STREET		ALEXANDRIA	VA	22304	7033708250	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01NOV1980	26	Y	Y	N	53	96	001	92	93	58	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ALEXANDRIA CITY
492506	05	DABNEY DIALYSIS	2028 DABNEY RD		RICHMOND	VA	23230	8043582772	N	Y	DAVITA	1	01AUG1977	24	Y	N	N	43	98	001	92	93	43	95	001	92	93	2005	3	001	100	4013	174	0	106	4	2002-2005	HENRICO
492507	05	DAVITA - HARRISONBURG DIALYSIS	871 CANTRELL AVE	STE 100	HARRISONBURG	VA	22801	5404341033	N	Y	DAVITA	1	01MAY1978	35	Y	Y	Y	87	99	001	92	93	100	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HARRISONBURG CITY
492508	05	FREDERICKSBURG DIALYSIS CENTER	230 EXECUTIVE CENTER PKY		FREDERICKSBURG	VA	22401	5403719531	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01AUG1977	26	Y	Y	N	99	90	001	92	93	107	90	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FREDERICKSBURG CITY
492513	05	BMA - ROANOKE	2021 APPERSON DR		SALEM	VA	24153	5407251796	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1977	21	Y	N	N	36	92	001	92	93	43	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	SALEM
492516	05	RENAL CARE GROUP - SOUTH BOSTON	2043 HAMILTON BLVD		SOUTH BOSTON	VA	24592	4345723942	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JUL1979	19	Y	N	N	72	85	001	92	93	79	89	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HALIFAX
492517	05	CAMELOT DIALYSIS CENTER	1800 CAMELOT DR   STE 100		VIRGINIA BEACH	VA	23454	7574816879	N	Y	DAVITA	1	01AUG1979	25	Y	N	N	58	98	001	92	93	56	89	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	VIRGINIA BEACH CITY
492521	05	CDC - WOODBRIDGE	2751 KILLARNEY DR		WOODBRIDGE	VA	22192	7038977027	N	Y	DAVITA	1	01AUG1980	24	Y	N	N	83	93	001	92	93	82	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PRINCE WILLIAM
492522	05	COVINGTON DIALYSIS	2504 VALLEY RIDGE RD		COVINGTON	VA	24426	5408624419	N	Y	DAVITA	1	01JUL1980	13	Y	Y	N	24	100	001	92	93	30	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	COVINGTON CITY
492523	05	WINCHESTER DIALYSIS	190 CAMPUS BLVD	STE 150	WINCHESTER	VA	22601	5406670227	Y	Y	DAVITA	1	01JUL1980	19	Y	Y	N	63	95	001	92	93	79	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	WINCHESTER CITY
492524	05	BMA - NASSAWADOX	9550 HOSPITAL AVENUE		NASSAWADOX	VA	23413	7574424966	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JUL1980	27	Y	N	N	86	97	001	92	93	90	92	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NORTHAMPTON
492525	05	FMC - WARRENTON	170 W SHIRLEY AVE   STE 100		WARRENTON	VA	20186	5403417547	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01AUG1980	21	Y	Y	N	47	94	001	92	93	55	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAUQUIER
492526	05	BMA - FARMVILLE	1801 E 3RD ST		FARMVILLE	VA	23901	4343928846	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1980	19	Y	N	N	58	91	001	92	93	64	86	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PRINCE EDWARD
492527	05	RENAL CARE GROUP - MARTINSVILLE	429 COMMONWEALTH BLVD		MARTINSVILLE	VA	24112	2766327091	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1982	10	Y	N	N	24	83	001	92	93	30	87	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	MARTINSVILLE CITY
492528	05	DAVITA - STAUNTON	29 IDLEWOOD BLVD		STAUNTON	VA	24401	5408858906	Y	Y	DAVITA	1	01AUG1982	17	Y	Y	N	36	100	001	92	93	38	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	STAUNTON CITY
492529	05	BMA - TWIN COUNTY	1159 GLENDALE RD		GALAX	VA	24333	2762366011	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1982	16	Y	Y	Y	30	97	001	92	93	35	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	GALAX CITY
492530	05	ARTIFICIAL KIDNEY CENTER - SUFFOLK	1005 COMMERCIAL LANE	SUITE 100	SUFFOLK	VA	23434	7579340009	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1983	28	Y	N	N	96	86	001	92	93	102	89	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	SUFFOLK CITY
492531	05	BMA - SOUTHWEST VIRGINIA	460 W RIVERSIDE DRIVE		GRUNDY	VA	24614	2769358889	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01FEB1983	9	Y	N	N			199	92	93	11	91	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	BUCHANAN
492532	05	BMA - NEW RIVER VALLEY	1200 A TYLER AVE		RADFORD	VA	24141	5407310610	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01MAY1983	15	Y	N	N	39	87	001	92	93	38	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RADFORD
492533	05	BMA - MOUNTAIN EMPIRE	205 VIRGINIA AVENUE NW		NORTON	VA	24273	2766797805	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1984	15	Y	N	N	38	97	001	92	93	41	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NORTON CITY
492534	05	TOTAL RENAL CARE - EAST END	2201 E MAIN ST		RICHMOND	VA	23223	8046433050	N	Y	DAVITA	1	01JUN1985	24	Y	Y	N	81	93	001	92	93	92	92	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RICHMOND CITY
492535	05	CDC - SPRINGFIELD	8350 A TRAFORD LN		SPRINGFIELD	VA	22152	7036447501	N	Y	DAVITA	1	01NOV1985	11	Y	N	N	46	89	001	92	93	49	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAIRFAX
492536	05	TAPPAHANNOCK DIALYSIS CENTER	1922 TAPPAHANNOCK BOULEVARD		TAPPAHANNOCK	VA	22560	8044436542	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01OCT1986	19	Y	Y	N	38	97	001	92	93	40	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ESSEX
492537	05	NORFOLK DIALYSIS CENTER	962 NORFOLK SQ		NORFOLK	VA	23502	7574610501	Y	Y	DAVITA	1	01DEC1986	41	Y	Y	N	117	88	001	92	93	134	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NORFOLK CITY
492538	05	CHESAPEAKE KIDNEY CENTER	111 MEDICAL PKWY	STE 100	CHESAPEAKE	VA	23320	7575491069	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01DEC1986	12	Y	N	N	61	100	001	92	93	57	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHESAPEAKE CITY
492539	05	LEXINGTON DIALYSIS	756 N LEE HIGHWAY		LEXINGTON	VA	24450	5404631121	N	Y	DAVITA	1	01OCT1987	20	Y	Y	N	39	92	001	92	93	43	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ROCKBRIDGE
492541	05	CDC - STERLING/DULLES	46396 BENEDICT DR   STE 100		STERLING	VA	20164	7034448932	N	Y	DAVITA	1	01JUL1988	15	Y	N	N	49	98	001	92	93	49	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	LOUDOUN
492543	05	DAVITA - CULPEPER	430 SOUTHRIDGE PKY		CULPEPER	VA	22701	5408259332	N	Y	DAVITA	1	01NOV1988	17	Y	Y	N	53	98	001	92	93	65	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CULPEPER
492544	05	RICHLANDS EXPRESS DIALYSIS CENTER	2951 W FRONT ST	STE B 800	RICHLANDS	VA	24641	2769649885	N	N	INDEPENDENT	1	01NOV1989	7	Y	Y	N	13	92	001	92	93	18	78	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	TAZEWELL
492545	05	TOTAL RENAL CARE - CHESAPEAKE	1400 CROSSWAYS BLVD	CROSSWAY II STE 106	CHESAPEAKE	VA	23320	7575230666	N	Y	DAVITA	1	01DEC1989	24	Y	N	N	95	94	001	92	93	98	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHESAPEAKE CITY
492546	05	BMA - GILES	1615 WENONOAH AVE		PEARISBURG	VA	24134	5409213117	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01DEC1989	8	Y	N	N	22	95	001	92	93	25	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	GILES
492548	05	BMA - NORTH ROANOKE	1326 7TH ST NE		ROANOKE	VA	24012	5403446652	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1990	26	Y	Y	Y	80	86	001	92	93	76	92	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ROANOKE CITY
492549	05	CDC - MANASSAS	10655 LOMOND DR   STE 102		MANASSAS	VA	20109	7032575445	Y	Y	DAVITA	1	01JAN1990	12	Y	N	N	54	96	001	92	93	48	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	MANASSAS CITY
492551	05	MEHERRIN DIALYSIS CENTER	201 A WEAVER AVE		EMPORIA	VA	23847	4343483882	N	Y	DAVITA	1	01MAR1990	24	Y	Y	N	56	95	001	92	93	59	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	EMPORIA CITY
492552	05	RAI CARE CENTER - THIMBLE SHOALS	739 THIMBLE SHOALS BLVD	STE 600	NEWPORT NEWS	VA	23606	7578731090	N	Y	RENAL ADVANTAGE, INC.	1	01AUG1990	25	Y	Y	N	70	87	001	92	93	87	99	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NEWPORT NEWS CITY
492554	05	RAI CARE CENTER - GOODE WAY-PORTSMOUTH	311 GOODE WAY		PORTSMOUTH	VA	23704	7573936582	N	Y	RENAL ADVANTAGE, INC.	1	01NOV1990	20	Y	N	N	77	97	001	92	93	82	99	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PORTSMOUTH CITY
492556	05	DAVITA - HIOAKS DIALYSIS	671 HIOAKS RD	STE A	RICHMOND	VA	23225	8042720179	N	Y	DAVITA	1	01FEB1991	29	Y	Y	Y	71	93	001	92	93	101	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RICHMOND CITY
492558	05	BMA - BLUE RIDGE	838 OLE TURNPIKE DR		BEDFORD	VA	24523	5405869777	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01APR1991	16	Y	N	N	35	94	001	92	93	31	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	BEDFORD CITY
492559	05	DAVITA - ARLINGTON	1701 N GEORGE MASON DR		ARLINGTON	VA	22205	7035276360	N	Y	DAVITA	1	01NOV1991	24	Y	N	N	81	96	001	92	93	88	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ARLINGTON
492560	05	DAVITA - MARTINSVILLE DIALYSIS	33 BRIDGE ST		MARTINSVILLE	VA	24112	2766323743	N	Y	DAVITA	1	01DEC1991	20	Y	Y	N	59	95	001	92	93	68	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	MARTINSVILLE CITY
492561	05	RAI - MECHANICSVILLE TURNPIKE	2521 MECHANICSVILLE TPK		RICHMOND	VA	23223	8046440566	Y	Y	RENAL ADVANTAGE, INC.	1	01DEC1991	30	Y	Y	Y	84	67	001	92	93	98	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HENRICO
492562	05	CDC - ALEXANDRIA	5999 STEVENSON AVE	STE 100	ALEXANDRIA	VA	22304	7037516115	N	Y	DAVITA	1	01APR1992	13	Y	N	N	47	100	001	92	93	45	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ALEXANDRIA CITY
492563	05	TOTAL RENAL CARE - HOPEWELL	301 WEST BROADWAY		HOPEWELL	VA	23860	8044522494	N	Y	DAVITA	1	01SEP1992	16	Y	Y	N	49	96	001	92	93	59	92	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HOPEWELL CITY
492564	05	DAVITA - CHARLOTTESVILLE	925 E JEFFERSON ST		CHARLOTTESVILLE	VA	22902	4349795997	Y	Y	DAVITA	1	01AUG1992	20	Y	Y	N	70	96	001	92	93	82	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHARLOTTESVILLE CITY
492565	05	BMA - FRANKLIN COUNTY	300 TECHNOLOGY DR		ROCKY MOUNT	VA	24151	5404847050	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JAN1993	16	Y	N	N	42	86	001	92	93	42	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FRANKLIN
492566	05	DCA - KILMARNOCK	77 IRVINGTON RD	PO BOX 1538	KILMARNOCK	VA	22482	8044350888	N	Y	REGIONAL-DIALYSIS CORPORATION OF AMERIC	1	01JUN1993	17	Y	Y	N	25	100	001	92	93	25	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	LANCASTER
492567	05	KEMPSVILLE DIALYSIS CENTER	6320 NORTH CENTER DR	BLDG 15    STE 140	NORFOLK	VA	23502	7574669446	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01JUN1993	34	Y	Y	Y	121	98	001	92	93	128	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NORFOLK CITY
492570	05	BMA - CRYSTAL SPRING	404 MCCLANAHAN STREET		ROANOKE	VA	24014	5403425514	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1993	15	Y	N	N	51	90	001	92	93	51	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ROANOKE CITY
492572	05	BMA - RUSSELL COUNTY	150 E MAIN STREET		LEBANON	VA	24266	2768891712	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01APR1994	10	Y	N	N	22	100	001	92	93	24	88	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RUSSELL
492573	05	FRONT ROYAL DIALYSIS	1077-D SHENANDOAH AVE		FRONT ROYAL	VA	22630	5406366900	N	Y	DAVITA	1	01APR1994	10	Y	N	N	26	88	001	92	93	32	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	WARREN
492574	05	DAVITA - NEWPORT NEWS	711 79TH STREET		NEWPORT NEWS	VA	23605	7572458090	Y	Y	DAVITA	1	01SEP1994	32	Y	N	N	105	97	001	92	93	115	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NEWPORT NEWS CITY
492575	05	DAVITA - VIRGINIA BEACH	740 INDEPENDENCE CIR		VIRGINIA BEACH	VA	23455	7574991301	N	Y	DAVITA	1	01DEC1994	20	Y	N	N	83	94	001	92	93	78	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	VIRGINIA BEACH CITY
492576	05	SOUTHAMPTON DIALYSIS CENTER	1333 ARMORY DR		FRANKLIN	VA	23851	7575622233	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01DEC1994	14	Y	N	N	51	90	001	92	93	51	90	001	92	93	2005	3	001	100	4013	174	0	106	4	2002-2005	FRANKLIN CITY
492578	05	BMA - WYTHEVILLE	800 E MAIN ST	STE 310	WYTHEVILLE	VA	24382	2762283521	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	23JUN1995	12	Y	N	N	23	74	001	92	93	27	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	WYTHE
492579	05	BMA - GARRISONVILLE	396 GARRISONVILLE RD		STAFFORD	VA	22554	5407201225	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07APR1995	10	Y	N	N	32	97	001	92	93	32	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	STAFFORD
492580	05	DAVITA - TYSONS CORNER	8391 OLD COURTHOUSE RD		VIENNA	VA	22182	7038278644	N	Y	DAVITA	1	27JUL1995	15	Y	Y	Y	40	100	001	92	93	50	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAIRFAX
492581	05	RAI - CHURCHLAND-CHESAPEAKE	3204 CHURCHLAND BLVD		CHESAPEAKE	VA	23321	7574843628	N	Y	RENAL ADVANTAGE, INC.	1	06MAR1996	12	Y	N	N	43	86	001	92	93	45	98	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHESAPEAKE CITY
492583	05	DAVITA - AMELIA	15151 PATRICK HENRY HWY		AMELIA	VA	23002	8045616667	N	Y	DAVITA	1	25NOV1996	15	Y	N	N	33	100	001	92	93	35	91	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	AMELIA
492584	05	TOTAL RENAL CARE - GHENT	901 HAMPTON BLVD	STE 200	NORFOLK	VA	23507	7576222865	N	Y	DAVITA	1	12DEC1996	12	Y	N	N	55	91	001	92	93	57	88	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NORFOLK CITY
492587	05	FMC - FORT BELVOIR	8796 P SACRAMENTO DR		ALEXANDRIA	VA	22309	7033604552	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07JUL1997	18	Y	Y	N	58	97	001	92	93	62	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAIRFAX
492588	05	BMA - GREATER NORFOLK	(GRANBY DIALYSIS)	1902 OMOHUNDRO AVE STE 100	NORFOLK	VA	23517	7576224935	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	26SEP1997	24	Y	N	N	63	92	001	92	93	62	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NORFOLK CITY
492589	05	DAVITA - ALEXANDRIA	5150 DUKE ST		ALEXANDRIA	VA	22304	7038237940	Y	Y	DAVITA	1	27MAR1998	20	Y	N	N	49	88	001	92	93	55	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ALEXANDRIA CITY
492590	05	WESTHAMPTON DIALYSIS CENTER LLC	5320 PATTERSON AVENUE		RICHMOND	VA	23226	8042853394	Y	Y	AMERICAN RENAL ASSOCIATES (ARA)	1	22APR1998	17	Y	Y	N	53	98	001	92	93	57	89	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HENRICO
492591	05	TOTAL RENAL CARE - FAIRFAX	8501 ARLINGTON BOULEVARD	STE 100	FAIRFAX	VA	22031	7038768445	Y	Y	DAVITA	1	27JUL1998	26	Y	Y	N	60	95	001	92	93	76	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAIRFAX CITY
492592	05	RAI - AIRLINE PORTSMOUTH	2809 AIRLINE BLVD		PORTSMOUTH	VA	23701	7574655085	N	Y	RENAL ADVANTAGE, INC.	1	24AUG1998	24	Y	Y	Y	92	82	001	92	93	113	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PORTSMOUTH CITY
492593	05	BMA - BOWLING GREEN	102 W BROADDUS AVE	PO BOX 490	BOWLING GREEN	VA	22427	8046339796	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	25SEP1998	12	Y	N	N	23	100	001	92	93	27	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CAROLINE
492594	05	APPOMATTOX DIALYSIS CENTER	15 W OLD ST		PETERSBURG	VA	23803	8047331470	N	Y	DAVITA	1	21OCT1998	12	Y	Y	N	40	90	001	92	93	43	95	001	92	93	2005	3	001	100	4013	174	0	106	4	2002-2005	PETERSBURG CITY
492595	05	FMC - MONTGOMERY	106 SOUTHPARK DR SW		BLACKSBURG	VA	24060	5409511466	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	09FEB1999	15	Y	Y	Y	24	92	001	92	93	27	89	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	MONTGOMERY
492596	05	FMC - POTOMAC MILLS	3057 GOLANSKY BLVD		DALE CITY	VA	22192	7035511313	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	05FEB1999	12	Y	N	N	33	94	001	92	93	34	85	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PRINCE WILLIAM
492598	05	DAVITA - HENRICO COUNTY	5270 CHAMBERLAYNE RD		RICHMOND	VA	23227	8042628077	N	Y	DAVITA	1	01APR1999	26	Y	Y	N	78	95	001	92	93	96	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HENRICO
492599	05	TOTAL RENAL CARE - RICHMOND COMMUNITY	1510 NORTH 28TH ST	STE 110	RICHMOND	VA	23223	8046497979	N	Y	DAVITA	1	30JUL1999	15	Y	N	N	28	100	001	92	93	37	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RICHMOND CITY
492600	05	RAI CARE CENTER - WEST LEIGH RICHMOND	800 W LEIGH STREET		RICHMOND	VA	23220	8046498070	N	Y	RENAL ADVANTAGE, INC.	1	15SEP1999	33	Y	N	N	59	71	001	92	93	62	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RICHMOND CITY
492601	05	HOPE DIALYSIS CENTER	300 MARCELLA DR		HAMPTON	VA	23666	7578381585	Y	Y	DAVITA	1	01SEP1999	20	Y	Y	N	105	96	001	92	93	122	86	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HAMPTON CITY
492602	05	RENAL CAREPARTNERS - ARLINGTON/ALEXANDRIA	2445 ARMY NAVY DR	ANDERSON BLDG   2ND FLOOR	ARLINGTON	VA	22206	7038920250	N	Y	RENAL CAREPARTNERS	1	13DEC1999	14	Y	Y	N	19	95	001	92	93	21	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	ARLINGTON
492603	05	ARA - MECHANICSVILLE DIALYSIS	8400 NORTH RUN MEDICAL DR		MECHANICSVILLE	VA	23116	8045696083	N	Y	AMERICAN RENAL ASSOCIATES (ARA)	1	24MAR2000	24	Y	Y	Y	52	96	001	92	93	65	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HANOVER
492604	05	GREAT BRIDGE DIALYSIS CENTER	745 NORTH BATTLEFIELD BLVD		CHESAPEAKE	VA	23320	7573128346	Y	Y	DAVITA	1	07APR2000	26	Y	Y	N	76	92	001	92	93	99	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHESAPEAKE CITY
492605	05	DAVITA - MECHANICSVILLE	8191 ATLEE RD		MECHANICSVILLE	VA	23116	8047303149	N	Y	DAVITA	1	15MAY2000	22	Y	N	N	53	96	001	92	93	58	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	HANOVER
492607	05	DAVITA - CHESTER DIALYSIS	10360 IRONBRIDGE RD		CHESTER	VA	23831	8047686770	N	Y	DAVITA	1	14AUG2000	17	Y	N	N	57	96	001	92	93	59	95	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHESTERFIELD
492608	05	DAVITA - MIDLOTHIAN DIALYSIS	14281 MIDLOTHIAN TRNPK		MIDLOTHIAN	VA	23113	8045943520	Y	Y	DAVITA	1	06SEP2000	17	Y	N	N	48	98	001	92	93	53	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHESTERFIELD
492610	05	FMC - FRIENDSHIP MANOR	DIALYSIS UNIT	331 HERSHBERGER RD	ROANOKE	VA	24012	5405610870	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	12OCT2000	15	Y	N	N	53	91	001	92	93	54	89	001	92	93	2005	3	001	100	4013	174	0	106	4	2002-2005	ROANOKE CITY
492612	05	FIRST LANDING DIALYSIS CENTER	1745 CAMELOT DRIVE	STE 100	VIRGINIA BEACH	VA	23454	7574962300	Y	Y	DAVITA	1	17SEP2001	14	Y	N	N	54	87	001	92	93	63	97	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	VIRGINIA BEACH CITY
492614	05	PURCELLVILLE DIALYSIS CENTER	280 N HATCHER AVENUE		PURCELLVILLE	VA	20132	5403381501	N	Y	DAVITA	1	29OCT2001	16	Y	N	N	24	100	001	92	93	28	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	LOUDOUN
492615	05	RENAL CAREPARTNERS OF RESTON LLC	12330 PINECREST RD   STE 200		RESTON	VA	20191	7034760605	N	Y	RENAL CAREPARTNERS	1	31JUL2002	16	Y	N	N	33	91	001	92	93	31	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAIRFAX
492616	05	PORTSMOUTH DIALYSIS CENTER	2000 HIGH ST		PORTSMOUTH	VA	23705	7573974300	N	Y	DAVITA	1	07MAR2003	15	Y	Y	N	41	95	001	92	93	49	94	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PORTSMOUTH CITY
492617	05	PENINSULA DIALYSIS CENTER	716 DENBIGH BLVD	STES D1 & D2	NEWPORT NEWS	VA	23602	7578751125	N	Y	DAVITA	1	01MAY2003	16	Y	Y	N	52	92	001	92	93	65	86	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NEWPORT NEWS CITY
492618	05	DAVITA - GREATER PORTSMOUTH	DIALYSIS UNIT	3516 QUEEN ST	PORTSMOUTH	VA	23707	7573972806	N	Y	DAVITA	1	01MAY2003	18	Y	N	N	53	89	001	92	93	53	96	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PORTSMOUTH CITY
492619	05	DAVITA - RADFORD DIALYSIS	600 E MAIN ST	SUITE F	RADFORD	VA	24141	5406399561	N	Y	DAVITA	1	13AUG2003	17	Y	Y	N	29	90	001	92	93	33	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RADFORD
492620	05	RENAL CAREPARTNERS - FAIRFAX	3930 WALNUT ST    STE 100		FAIRFAX	VA	22030	7036917820	Y	Y	RENAL CAREPARTNERS	1	29OCT2003	17	Y	Y	Y	24	92	001	92	93	32	81	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	FAIRFAX CITY
