Provider Number,Network,Facility Name,Address Line 1,Address Line 2,City,State,Zip,County,Phone Number,Profit or Non-Profit,Chain Owned,Chain Organization,ICH-CAHPS date,ICH-CAHPS data availability code,Lower box percent of patients-nephrologists' communication and caring,Middle box percent of patients-nephrologists' communication and caring,Top box percent of patients-nephrologists' communication and caring,Linearized score of nephrologists' communication and caring,Star rating of nephrologists' communication and caring,Lower box percent of patients-quality of dialysis center care and operations,Middle box percent of patients-quality of dialysis center care and operations,Top box percent of patients-quality of dialysis center care and operations,Linearized score of quality of dialysis center care and operations,Star rating of quality of dialysis center care and operations,Lower box percent of patients-providing information to patients ,Top box percent of patients- providing information to patients,Linearized score of providing information to patients,Star rating of providing information to patients,Lower box percent of patients-rating of the nephrologist ,Middle box percent of patients- rating of the nephrologist,Top box percent of patients- rating of the nephrologist,Linearized score of rating of the nephrologist,Star rating of the nephrologist,Lower box percent of patients-rating of the dialysis center staff ,Middle box percent of patients-rating of the dialysis center staff,Top box percent of patients-rating of the dialysis center staff ,Linearized score of rating of the dialysis center staff,Star rating of the dialysis center staff,Lower box percent of patients-rating of the dialysis facility,Middle box percent of patients-rating of the dialysis facility ,Top box percent of patients-rating of the dialysis facility,Linearized score of rating of the dialysis facility,Star rating of the dialysis facility,Total number of completed interviews from the Fall and Spring Surveys,ICH CAHPS Survey of patients' experiences star rating ,ICH-CAHPS survey response rate
442900,08,DIALYSIS CLINIC INC. (CAMP OKAWEHNA),ROUTE 1 LICK CREEK ROAD,,LYLES,TN,37098,Hickman,(615) 327-3061,Non-profit,Yes,"Dialysis Clinic, Inc.",16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442910,08,DIALYZE DIRECT TN LLC,2600 THOUSAND OAKS BLVD STE 1400,,MEMPHIS,TN,38118,Shelby,(901) 472-3457,Profit,Yes,Other,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452303,14,UNIV OF TEXAS MEDICAL BRANCH,301 UNIVERSITY BLVD,UHC 4th floor  Rm4.234,GALVESTON,TX,77555,Galveston,(409) 772-3863,Non-profit,Yes,State Owned,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452309,14,CHILDREN'S MEMORIAL HERMANN DIALYSIS CENTER,6411 FANNIN ST,,HOUSTON,TX,77030,Harris,(713) 704-0093,Non-profit,Yes,Memorial Hermann Healthcare System,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452333,14,TEXAS CHILDRENS HOSPITAL DIALYSIS UNIT,6621 FANNIN STE WT 8-100,,HOUSTON,TX,77030,Harris,(832) 826-0850,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452344,14,CHILDRENS MEDICAL CENTER DIALYSIS UNIT,1935 Medical District Drive,,DALLAS,TX,75235,Dallas,(214) 456-7730,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452358,14,COOK CHILDRENS MEDICAL CENTER DIALYSIS UNIT,801 SEVENTH AVE,Dodson Specialty Clinic 1st Floor Dialysis Unit,FORT WORTH,TX,76104,Tarrant,(682) 885-3944,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452372,14,CHRISTUS CHILDRENS KIDNEY CENTER,333 NORTH SANTA ROSA STREET,F-2651,SAN ANTONIO,TX,78207,Bexar,(210) 704-4854,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452374,14,WILBARGER GENERAL HOSPITAL DIALYSIS OF VERNON,1000 GARLAND JOHNSTON DRIVE,,VERNON,TX,76384,Wilbarger,(940) 553-2960,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452378,14,REEVES COUNTY HOSPITAL DIALYSIS CENTER,2323 TEXAS STREET,,PECOS,TX,79772,Reeves,(432) 447-2221,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452379,14,WISE REGIONAL HEALTH SYSTEM DIALYSIS CENTER,2150 S. FM 51,,DECATUR,TX,76234,Wise,(940) 626-1700,Non-profit,No,Independent,16APR2021-07JAN2022,001,24,12,64,77,3,11,13,76,87,4,18,82,82,4,10,22,68,88,4,8,10,82,92,5,8,1,91,94,5,35,4,27
452380,14,DRISCOLL CHILDREN'S HOSPITAL DIALYSIS UNIT,3533 ALAMEDA,2ND FLOOR SLOAN BLDG,CORPUS CHRISTI,TX,78411,Nueces,(361) 694-6800,Non-profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452385,14,CHILDRESS REGIONAL MEDICAL CENTER DIALYSIS,910 REAR  OAK LANE,,CHILDRESS,TX,79201,Childress,(940) 937-7099,Profit,No,Independent,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452388,14,UNIVERSITY HEALTH SYSTEM CHILDREN'S KIDNEY CENTER,4502 MEDICAL DRIVE,MS 111-1,SAN ANTONIO,TX,78229,Bexar,(210) 358-8309,Non-profit,Yes,State Owned,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452389,14,NORTH CYPRESS MEDICAL CENTER OPERATING COMPANY LTD,21216 NORTHWEST FWY STE 320,,Cypress,TX,77429,Harris,(832) 912-3745,Profit,Yes,Other,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452500,14,MIDTOWN KIDNEY CENTER,9126 Eastex Freeway,,HOUSTON,TX,77093,Harris,(713) 699-3450,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452501,14,FRESENIUS MEDICAL CARE PD SERVICES OF DALLAS,8700 NORTH STEMMONS,SUITE # 130,DALLAS,TX,75247,Dallas,(214) 905-8075,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452506,14,DIALYSIS CENTER OF LUBBOCK,6630 QUAKER AVE,SUITE 102,LUBBOCK,TX,79413,Lubbock,(806) 793-1414,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,22,11,67,78,3,19,17,64,81,3,24,76,76,3,18,28,54,82,2,6,30,64,89,4,13,20,67,90,4,35,3,18
452507,14,FRESENIUS MEDICAL CARE WESTOVER HILLS,9010 CULEBRA RD,,SAN ANTONIO,TX,78251,Bexar,(210) 520-4303,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452508,14,FRESENIUS MEDICAL CARE MCALLEN,1325 EAST QUEBEC,,MCALLEN,TX,78503,Hidalgo,(956) 682-1259,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,20,16,64,79,3,23,22,55,76,2,27,73,73,2,9,27,64,86,3,15,30,55,84,2,12,16,72,88,4,60,3,23
452510,14,FRESENIUS MEDICAL CARE NORTH TEXAS,1600 NINTH STREET,,WICHITA FALLS,TX,76301,Wichita,(940) 322-1450,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,20,10,70,82,3,18,14,68,82,3,24,76,76,3,14,14,72,89,4,5,26,69,89,4,7,19,74,91,4,41,4,25
452511,14,FRESENIUS MEDICAL CARE ABILENE,1802 PINE ST,,ABILENE,TX,79601,Taylor,(325) 672-3243,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452512,14,FRESENIUS MEDICAL CARE PERMIAN BASIN,3302 GOLF COURSE ROAD,SUITE 200,MIDLAND,TX,79703,Midland,(432) 522-2300,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,24,27,49,73,2,26,25,49,72,2,20,80,80,4,29,24,47,79,2,17,31,52,81,2,21,30,49,81,2,38,2,26
452513,14,FRESENIUS MEDICAL CARE AMARILLO HIGH PLAINS,5920 AMARILLO BLVD WEST,,AMARILLO,TX,79106,Potter,(806) 353-9182,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,28,11,61,75,2,28,14,58,73,2,21,79,79,3,17,38,45,80,2,25,14,61,81,2,14,17,69,87,3,33,2,20
452514,14,DAVITA CORPUS CHRISTI DIALYSIS,2733 SWANTNER DR,,CORPUS CHRISTI,TX,78404,Nueces,(361) 855-4911,Profit,Yes,DaVita,16APR2021-07JAN2022,001,19,13,68,82,3,12,20,68,84,4,17,83,83,4,6,24,70,91,5,3,37,60,88,3,12,9,79,90,4,30,4,17
452517,14,BIO-MEDICAL APPLICATIONS OF TEXAS INC,350 N EXPRESSWAY,,BROWNSVILLE,TX,78521,Cameron,(956) 356-6653,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,18,11,71,83,3,18,19,63,81,3,24,76,76,3,14,23,63,85,3,13,32,55,86,3,12,13,75,90,4,39,3,17
452519,14,WEST HOUSTON DIALYSIS CENTER,9623 LONG POINT RD,,HOUSTON,TX,77055,Harris,(713) 932-6324,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452520,14,DAVITA ISLAND DIALYSIS,5920 BROADWAY,,GALVESTON,TX,77551,Galveston,(409) 740-1109,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452522,14,NNA SAN MARCOS,1340 Wonder World Drive,Suite 4100,SAN MARCOS,TX,78666,Hays,(512) 878-2420,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,10,14,76,88,5,14,22,64,83,4,19,81,81,4,6,24,70,88,4,6,24,70,89,4,4,21,75,91,4,34,4,19
452524,14,DAVITA GOLDEN TRIANGLE DIALYSIS,1020 N 14th Street,,BEAUMONT,TX,77702,Jefferson,(409) 832-8423,Profit,Yes,Other,16APR2021-07JAN2022,001,22,20,58,76,3,18,23,59,78,2,16,84,84,4,19,32,49,81,2,13,16,71,88,3,7,26,67,90,4,51,3,29
452526,14,FRESENIUS MEDICAL CARE BRAZOS,2329 N 39TH,,WACO,TX,76708,McLennan,(254) 752-5503,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,18,68,84,4,16,20,64,82,3,18,82,82,4,15,32,53,83,3,12,24,64,85,3,11,17,72,88,4,34,4,28
452528,14,DAVITA RENAL CENTER OF NORTH DENTON,4309 MESA DR,,DENTON,TX,76207,Denton,(940) 566-2701,Profit,Yes,Other,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452530,14,DAVITA SAN JACINTO DIALYSIS,11430 E FREEWAY,SUITE 330,HOUSTON,TX,77029,Harris,(713) 450-4991,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452532,14,WATSON WISE DIALYSIS CENTER,815 E FIRST ST,,TYLER,TX,75701,Smith,(903) 595-2495,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452533,14,SOUTHEAST KIDNEY CENTER,8537 GULF FREEWAY,BLDG A,HOUSTON,TX,77017,Harris,(713) 947-9564,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,18,12,70,82,3,22,12,66,79,3,22,78,78,3,19,20,61,83,3,7,26,67,89,4,11,22,67,90,4,42,3,20
452537,14,DAVITA ALICE RENAL CENTER,2345 ALICE REGIONAL BLVD,,ALICE,TX,78332,Jim Wells,(361) 664-1723,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452539,14,CYPRESS CREEK DIALYSIS,9449 GROGANS MILL RD,,THE WOODLANDS,TX,77380,Montgomery,(281) 363-1262,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452540,14,KIDNEY DISEASE CLINIC OF UVALDE,1819 GARNER FIELD RD,,UVALDE,TX,78801,Uvalde,(830) 278-1126,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452541,14,FRESENIUS MEDICAL CARE EAGLE PASS,3065 MEGAN STREET,,EAGLE PASS,TX,78852,Maverick,(830) 773-9545,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,27,11,62,74,2,32,16,52,69,1,35,65,65,1,16,35,49,78,2,22,35,43,75,1,25,17,58,79,2,34,2,13
452542,14,FRESENIUS MEDICAL CARE ROSENBERG,2510 B. F. Terry Blvd.,,ROSENBERG,TX,77471,Fort Bend,(281) 341-7425,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,14,72,85,4,11,19,70,86,4,19,81,81,4,14,27,59,86,3,4,22,74,89,4,6,15,79,91,4,43,4,28
452544,14,SOUTHSIDE KIDNEY DISEASE CLINIC,1335 SE MILITARY DR,,SAN ANTONIO,TX,78214,Bexar,(210) 923-5475,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452546,14,DAVITA KERRVILLE DIALYSIS,515 GRANADA PL,,KERRVILLE,TX,78028,Kerr,(830) 307-5471,Profit,Yes,DaVita,16APR2021-07JAN2022,001,9,18,73,87,4,9,24,67,85,4,10,90,90,5,3,26,71,91,5,4,16,80,92,5,9,22,69,89,4,33,5,27
452550,14,DAVITA BRIARCREST DIALYSIS,1640 Briarcrest Drive,Ste 100,BRYAN,TX,77802,Brazos,(979) 260-4908,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452552,14,DAVITA TEXARKANA REGIONAL DIALYSIS,5502 Medical Parkway Dr.,,TEXARKANA,TX,75503,Bowie,(903) 832-9771,Profit,Yes,DaVita,16APR2021-07JAN2022,001,13,15,72,85,4,17,17,66,82,3,18,82,82,4,4,22,74,91,5,7,16,77,90,4,7,19,74,90,4,87,4,30
452553,14,FRESENIUS MEDICAL CARE CORSICANA,1321 W 2ND AVE,,CORSICANA,TX,75110,Navarro,(903) 872-7268,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452556,14,CARTHAGE DIALYSIS CENTER,1614 S MARKET ST,,CARTHAGE,TX,75633,Panola,(903) 693-4511,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452557,14,FRESENIUS MEDICAL CARE SAN ANTONIO LLC,608 N BEDELL AVE,,DEL RIO,TX,78840,Val Verde,(830) 774-3031,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452559,14,FRESENIUS MEDICAL CARE BROWNWOOD,110 SOUTH PARK DRIVE,,BROWNWOOD,TX,76801,Brown,(325) 646-9510,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,16,70,84,4,10,20,70,85,4,15,85,85,5,16,17,67,87,4,7,26,67,89,4,5,15,80,93,5,31,4,30
452560,14,FRESENIUS MEDICAL CARE FONDREN,7011 REGENCY SQUARE BLVD,,HOUSTON,TX,77036,Harris,(713) 782-1810,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452561,14,FRESENIUS MEDICAL CARE IRVING,1625 NORTH STORY ROAD,SUITE 140,IRVING,TX,75061,Dallas,(972) 871-8282,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,8,17,75,88,5,19,24,57,78,2,20,80,80,4,7,32,61,89,4,6,31,63,87,3,5,32,63,88,4,47,4,16
452563,14,FRESENIUS MEDICAL CARE EAST FORT WORTH LLC,6324 Meadowbrook Dr,,Fort Worth,TX,76120,Tarrant,(817) 429-1944,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452568,14,FRESENIUS MEDICAL CARE LUBBOCK,2710 Avenue Q,,LUBBOCK,TX,79411,Lubbock,(806) 744-1252,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,12,10,78,88,5,21,20,59,78,2,20,80,80,4,7,8,85,94,5,16,9,75,88,3,11,10,79,91,4,36,4,22
452570,14,DAVITA LIVE OAK DIALYSIS,6700 RANDOLPH BLVD,SUITE 101,LIVE OAK,TX,78233,Bexar,(210) 590-0103,Profit,Yes,DaVita,16APR2021-07JAN2022,001,10,15,75,86,4,13,26,61,81,3,21,79,79,3,11,20,69,88,4,7,30,63,88,3,11,30,59,86,3,34,3,20
452571,14,DAVITA SOUTHWEST SAN ANTONIO DIALYSIS CENTER,7515 BARLITE BLVD,,SAN ANTONIO,TX,78224,Bexar,(210) 923-4566,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452572,14,DAVITA MED CENTER DIALYSIS,5610 ALMEDA ROAD,,HOUSTON,TX,77004,Harris,(713) 520-6878,Profit,Yes,DaVita,16APR2021-07JAN2022,001,12,6,82,89,5,14,14,72,85,4,15,85,85,5,6,21,73,91,5,2,22,76,92,5,3,17,80,93,5,51,5,15
452574,14,FRESENIUS MEDICAL CARE NORTH HOUSTON,5435 ALDINE MAIL ROUTE,,HOUSTON,TX,77039,Harris,(281) 987-7772,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,11,15,74,87,4,20,21,59,79,3,21,79,79,3,12,23,65,86,3,10,23,67,87,3,6,20,74,90,4,44,3,20
452575,14,FRESENIUS MEDICAL CARE BAYTOWN DIALYSIS,2202 ROLLINGBROOK,,BAYTOWN,TX,77521,Harris,(281) 422-3794,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,17,17,66,82,3,13,19,68,84,4,26,74,74,2,15,24,61,84,3,7,21,72,90,4,11,19,70,89,4,30,3,14
452576,14,FRESENIUS MEDICAL CARE SOUTHWEST HOUSTON DIALYSIS CENTER,8303 CREEK BEND,,HOUSTON,TX,77071,Harris,(713) 541-5541,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,11,12,77,88,5,27,25,48,72,2,31,69,69,1,7,31,62,87,4,24,34,42,77,2,28,42,30,76,2,42,3,22
452577,14,DAVITA RENAL CENTER OF BEAUMONT,3050 LIBERTY AVE,,BEAUMONT,TX,77702,Jefferson,(409) 838-6602,Profit,Yes,DaVita,16APR2021-07JAN2022,001,31,12,57,70,2,23,23,54,75,2,23,77,77,3,32,28,40,74,1,28,25,47,79,2,30,20,50,79,2,48,2,22
452579,14,US RENAL CARE TARRANT DIALYSIS FORT WORTH,501 COLLEGE AVENUE,SUITE 100,FORT WORTH,TX,76104,Tarrant,(817) 877-5907,Profit,Yes,"US Renal Care, Inc.",16APR2021-07JAN2022,001,15,17,68,82,3,14,24,62,82,3,15,85,85,5,15,23,62,84,3,11,28,61,86,3,12,16,72,88,4,69,4,26
452580,14,US RENAL CARE TARRANT DIALYSIS ARLINGTON,203 W RANDOL MILL RD,,ARLINGTON,TX,76011,Tarrant,(817) 275-7787,Profit,Yes,"US Renal Care, Inc.",16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452582,14,FRESENIUS MEDICAL CARE ENNIS,711 B South Clay Street,,ENNIS,TX,75119,Ellis,(972) 875-8469,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452583,14,DAVITA HEB DIALYSIS CENTER,1809 FOREST RIDGE DRIVE,,BEDFORD,TX,76022,Tarrant,(817) 545-4509,Profit,Yes,DaVita,16APR2021-07JAN2022,001,13,11,76,86,4,12,18,70,85,4,14,86,86,5,10,19,71,89,4,7,20,73,90,4,4,24,72,91,4,30,4,24
452584,14,DAVITA HOUSTON DIALYSIS,900 SOUTH LOOP WEST STE. 100,,HOUSTON,TX,77054,Harris,(713) 748-0942,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452585,14,WESLACO DIALYSIS FACILITY,1614 E COMMERCIAL DRIVE,,WESLACO,TX,78599,Hidalgo,(956) 973-1970,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,15,9,76,86,4,17,18,65,82,3,25,75,75,2,14,31,55,85,3,9,25,66,88,3,9,25,66,89,4,37,3,20
452587,14,DAVITA SAN ANTONIO WEST DIALYSIS,4530 CALLAGHAN ROAD,,SAN ANTONIO,TX,78228,Bexar,(210) 431-9048,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452592,14,SOUTH ARLINGTON DIALYSIS CENTER,3415 S COOPER STREET,SUITE 118,ARLINGTON,TX,76015,Tarrant,(817) 465-8585,Profit,Yes,American Renal Associates,16APR2021-07JAN2022,001,11,11,78,88,5,13,17,70,85,4,11,89,89,5,6,14,80,91,5,2,19,79,92,5,3,13,84,94,5,52,5,24
452594,14,FRESENIUS MEDICAL CARE SOUTHWEST FORT WORTH,4804 BRYANT IRVIN COURT,,FORT WORTH,TX,76107,Tarrant,(817) 738-8703,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452595,14,KIDNEY DISEASE CLINIC OF CENTRAL SAN ANTONIO,305 NORTH FRIO,,SAN ANTONIO,TX,78207,Bexar,(210) 225-4733,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452598,14,MT PLEASANT DIALYSIS CENTER,628 S JEFFERSON AVE,,MOUNT PLEASANT,TX,75455,Titus,(903) 572-1757,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452602,14,FRESENIUS MEDICAL CARE AUSTIN SOUTH,621 RADAM LN,,AUSTIN,TX,78745,Travis,(512) 707-7601,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452604,14,WEST TEXAS DIALYSIS CENTER,501 BIRDWELL LANE,SUITE 10,BIG SPRING,TX,79720,Howard,(432) 267-2903,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452605,14,DAVITA SOUTHWEST SAN ANTONIO DIALYSIS,1620 SOMERSET RD,,SAN ANTONIO,TX,78211,Bexar,(210) 924-6684,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452609,14,CLEAR LAKE KIDNEY CENTER,1550 LIVE OAK,,WEBSTER,TX,77598,Harris,(281) 554-4900,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452610,14,FRESENIUS MEDICAL CARE BELLMEAD,1803 N DEVELOPMENT BLVD,,BELLMEAD,TX,76705,McLennan,(254) 342-6302,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452611,14,PALESTINE DIAYSIS CENTER,2260  SOUTH SYCAMORE STREET,,PALESTINE,TX,75801,Anderson,(903) 723-7202,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,17,22,61,79,3,26,24,50,72,2,24,76,76,3,29,23,48,79,2,26,46,28,71,1,27,36,37,74,1,31,2,26
452612,14,DAVITA SAGEMONT DIALYSIS,1823 BROADWAY ST,,PEARLAND,TX,77581,Brazoria,(281) 996-7913,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452615,14,KIDNEY TREATMENT CENTER SAN ANTONIO INC,803 CASTROVILLE,STE 401,SAN ANTONIO,TX,78237,Bexar,(210) 435-4725,Profit,No,Independent,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452616,14,ROSEDALE KIDNEY DISEASE CENTER,411 NORTH GENERAL MCMULLEN,,SAN ANTONIO,TX,78237,Bexar,(210) 433-6991,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452618,14,AMERI-TECH KIDNEY CENTER-ARLINGTON LLC,1138 S BOWEN ROAD,,ARLINGTON,TX,76013,Tarrant,(817) 265-7115,Profit,Yes,American Renal Associates,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452619,14,BAY AREA DIALYSIS CORPUS CHRISTI,1647 South Alameda,,CORPUS CHRISTI,TX,78404,Nueces,(361) 888-7547,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,14,72,84,4,14,14,72,84,4,24,76,76,3,12,14,74,86,3,7,17,76,89,4,8,8,84,90,4,30,4,18
452620,14,BAY AREA DIALYSIS SERVICES AT KINGSVILLE,2213 South Brahma Blvd,,KINGSVILLE,TX,78363,Kleberg,(361) 595-4178,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452622,14,DAVITA MIDLAND DIALYSIS,207 TRADEWINDS BLVD,,MIDLAND,TX,79706,Midland,(432) 400-4202,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452623,14,DAVITA STONE OAK DIALYSIS,731 CARNOUSTIE DRIVE #101,,SAN ANTONIO,TX,78258,Bexar,(210) 403-2162,Profit,Yes,DaVita,16APR2021-07JAN2022,001,25,23,52,71,2,16,20,64,81,3,24,76,76,3,16,21,63,81,2,9,18,73,89,4,10,14,76,90,4,31,3,24
452624,14,DAVITA MARSHALL DIALYSIS CENTER,1301 S WASHINGTON AVE,,MARSHALL,TX,75670,Harrison,(903) 935-1158,Profit,Yes,DaVita,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452626,14,NEW BRAUNFELS KIDNEY DISEASE CLINIC,1561 IH 35 North,,NEW BRAUNFELS,TX,78130,Comal,(830) 606-0333,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452629,14,KILLEEN KIDNEY CENTER,726 S FORT HOOD ST,,KILLEEN,TX,76541,Bell,(254) 554-3366,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,13,73,85,4,13,15,72,85,4,20,80,80,4,9,21,70,89,4,0,12,88,95,5,6,10,84,91,4,31,4,23
452630,14,FRESENIUS MEDICAL CARE CALALLEN,3825 COUNTY ROAD 69,,Robstown,TX,78380,Nueces,(361) 387-0199,Profit,Yes,Fresenius Medical Care,16APR2021-07JAN2022,001,14,16,70,83,3,13,15,72,84,4,10,90,90,5,17,18,65,81,2,9,17,74,89,4,13,14,73,88,4,30,4,35
