Facility Name,CMS Certification Number (CCN),Alternate CCN 1,Address 1,Address 2,City,State,Zip Code,Network,VAT Catheter Measure Score,VAT Catheter Achievement Measure Rate,Number of Patients Included in VAT Catheter Measure Score Achievement Period,VAT Catheter Achievement Period Numerator,VAT Catheter Achievement Period Denominator,VAT Catheter Improvement Measure Rate,VAT Catheter Improvement Period Numerator,VAT Catheter Improvement Period Denominator,VAT Catheter Measure Score Applied,VAT Fistula Measure Score,VAT Fistula Achievement Measure Rate,Number of Patients Included in VAT Fistula Measure Score Achievement Period,VAT Fistula Achievement Period Numerator,VAT Fistula Achievement Period Denominator,VAT Fistula Improvement Measure Rate,VAT Fistula Improvement Period Numerator,VAT Fistula Improvement Period Denominator,VAT Fistula Measure Score Applied,VAT Combined Measure Score,National Avg VAT Combined Measure Score,Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Hemodialysis Achievement Measure Rate,Number of Patients Included in  Kt/V Adult Hemodialysis Measure Score Achievement Period,Kt/V Adult Hemodialysis Achievement Period Numerator,Kt/V Adult Hemodialysis Achievement Period Denominator,Kt/V Adult Hemodialysis Improvement Measure Rate,Kt/V Adult Hemodialysis Improvement Period Numerator,Kt/V Adult Hemodialysis Improvement Period Denominator,Kt/V Adult Hemodialysis Measure Score Applied,Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Adult Peritoneal Dialysis Achievement Measure Rate,Number of Patients Included in  Kt/V Adult Peritoneal Dialysis Measure Score Achievement Period,Kt/V Adult Peritoneal Dialysis Achievement Period Numerator,Kt/V Adult Peritoneal Dialysis Achievement Period Denominator,Kt/V Adult Peritoneal Dialysis Improvement Measure Rate,Kt/V Adult Peritoneal Dialysis Improvement Period Numerator,Kt/V Adult Peritoneal Dialysis Improvement Period Denominator,Kt/V Adult Peritoneal Dialysis Measure Score Applied,Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Hemodialysis Achievement Measure Rate,Number of Patients Included in  Kt/V Pediatric Hemodialysis Measure Score Achievement Period,Kt/V Pediatric Hemodialysis Achievement Period Numerator,Kt/V Pediatric Hemodialysis Achievement Period Denominator,Kt/V Pediatric Hemodialysis Improvement Measure Rate,Kt/V Pediatric Hemodialysis Improvement Period Numerator,Kt/V Pediatric Hemodialysis Improvement Period Denominator,Kt/V Pediatric Hemodialysis Measure Score Applied,Kt/V Dialysis Adequacy Combined Measure Score,National Avg Kt/V Dialysis Adequacy Combined Measure Score,Hypercalcemia Measure Score,Hypercalcemia Achievement Measure Rate,Number of Patients Included in Hypercalcemia Measure Score Achievement Period,Hypercalcemia Achievement Period Numerator,Hypercalcemia Achievement Period Denominator,Hypercalcemia Improvement Measure Rate,Hypercalcemia Improvement Period Numerator,Hypercalcemia Improvement Period Denominator,Hypercalcemia Measure Score Applied,NHSN Measure Score,NHSN Achievement Measure Ratio,Number of Patients Included in NHSN Measure Score Achievement Period,NHSN Observed Achievement Period Numerator,NHSN Predicted Achievement Period Denominator,NHSN Improvement Measure Ratio,NHSN Observed Improvement Period Numerator,NHSN Predicted Improvement Period Denominator,NHSN Measure Score Applied,ICH CAHPS Admin Score,Mineral Metabolism Reporting Score,Anemia Management Reporting Score,SRR Measure Score,SRR Achievement Measure Ratio,SRR Index Discharges,SRR Achievement Period Numerator,SRR Achievement Period Denominator,SRR Improvement Measure Ratio,SRR Improvement Period Numerator,SRR Improvement Period Denominator,SRR Measure Score Applied,Total Performance Score,PY2017 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2015",Date of Ownership Record Update
DAVITA WOLF RIVER DIALYSIS,442709,-,7990 TRINITY ROAD,SUITE 101,CORDOVA,TN,38018,8,1,18%,34,50,285,12%,32,257,Achievement,5,65%,32,206,317,72%,209,290,Achievement,3,6,6,96%,35,257,269,97%,255,264,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,6,7,10,0%,56,2,494,0%,1,382,Achievement,5,0.956,120,4,4.185,0.28,1,3.568,Achievement,No Score,10,10,0,1.36,80,29,21.39,1.35,20,14.79,Achievement,58,0.50%,12/29/2010,DAVITA,12/7/2010
DAVITA STATE LINE,442710,-,2049 E SHELBY DRIVE,-,MEMPHIS,TN,38119,8,5,10%,57,50,500,5%,23,478,Achievement,5,65%,51,340,520,73%,371,507,Achievement,5,6,8,98%,55,461,470,96%,452,470,Achievement,9,94%,14,102,113,86%,80,93,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,10,0%,96,2,931,0%,2,811,Achievement,7,0.49,111,3,6.116,0.479,2,4.173,Achievement,10,10,9,0,1.34,138,39,29.07,0.87,17,19.61,Achievement,67,No Reduction,3/2/2011,DAVITA,1/27/2011
ISD BARTLETT LLC,442711,-,2920 COVINGTON PIKE,-,MEMPHIS,TN,38128,8,0,24%,49,103,424,15%,58,376,Achievement,2,57%,47,266,470,62%,254,413,Achievement,1,6,8,98%,48,410,420,96%,342,358,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,8,1%,77,6,747,2%,13,637,Achievement,9,0.157,98,1,6.351,0.212,1,4.717,Achievement,10,9,10,0,1.3,101,32,24.53,0.67,14,20.79,Achievement,62,No Reduction,3/2/2011,OTHER,6/11/2015
FMC HENDERSONVILLE,442712,-,230 NEW SHACKLE ISLAND ROAD,SUITE 200,HENDERSONVILLE,TN,37075,8,2,15%,39,48,320,11%,34,310,Achievement,3,61%,36,220,358,66%,214,323,Achievement,2,6,6,96%,40,310,322,96%,271,283,Achievement,10,96%,20,157,164,98%,129,132,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,7,7,6,2%,90,19,801,3%,21,671,Achievement,6,0.638,100,3,4.699,0.295,1,3.394,Achievement,No Score,10,10,1,1.2,87,26,21.64,0.61,8,13.09,Achievement,57,0.50%,2/3/2011,FRESENIUS MEDICAL CARE,11/9/2010
KIDNEY CENTER OF HWY 58,442713,-,4803 HWY 58,SUITE B,CHATTANOOGA,TN,37416,8,0,24%,57,118,487,24%,105,436,Achievement,3,59%,61,339,573,60%,307,513,Achievement,2,6,7,97%,63,483,499,96%,428,445,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,7,7,10,0%,73,0,655,1%,4,642,Achievement,6,0.635,156,4,6.297,0.463,3,6.479,Achievement,10,10,10,9,0.71,85,17,23.8,0.82,13,15.81,Achievement,74,No Reduction,6/8/2011,NOT A CHAIN,11/5/2012
DAVITA SOUTH JACKSON,442714,-,46 HARTS BRIDGE ROAD,-,JACKSON,TN,38301,8,6,9%,62,54,598,9%,50,547,Achievement,3,61%,59,382,629,59%,345,580,Achievement,5,6,8,98%,62,587,596,99%,525,531,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,6,2%,79,15,783,2%,13,703,Achievement,2,2.864,93,13,4.539,3.66,13,3.552,Improvement,10,10,10,1,1.26,77,25,19.87,0.8,13,16.29,Achievement,57,0.50%,9/14/2011,DAVITA,8/23/2011
"TOTAL RENAL CARE, INC.",442715,-,109 GRADY RD,-,ETOWAH,TN,37331,8,7,8%,32,22,266,10%,27,282,Achievement,6,68%,31,200,296,66%,197,300,Achievement,7,6,8,98%,32,263,268,99%,276,278,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,10,0%,40,0,348,0%,1,352,Achievement,7,0.427,55,1,2.344,0,0,2.098,Achievement,No Score,10,10,9,0.66,31,5,7.44,0.57,4,7.07,Achievement,86,No Reduction,11/20/1992,DAVITA,5/3/2016
"SANDLIN DIALYSIS, LLC",442716,-,110 HERITAGE COURT,-,GREENEVILLE,TN,37743,8,6,9%,24,17,175,19%,32,171,Achievement,2,56%,22,100,193,55%,109,199,Achievement,4,6,9,99%,26,166,167,97%,159,164,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,8,1%,40,2,272,0%,0,218,Achievement,5,0.895,55,2,2.235,0.916,2,2.183,Achievement,No Score,10,10,1,1.24,68,25,20.09,1.26,21,16.64,Achievement,64,No Reduction,9/17/2012,OTHER,9/27/2012
"DIALYSIS ASSOCIATE, LLC",442717,-,5214 HICKORY HOLLOW PARKWAY,-,ANTIOCH,TN,37013,8,2,15%,28,40,266,7%,15,208,Achievement,0,50%,28,146,290,54%,136,251,Achievement,1,6,7,97%,33,261,268,97%,227,233,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,7,7,2,4%,47,19,434,3%,10,348,Achievement,8,0.284,73,1,3.524,1.419,4,2.818,Achievement,No Score,8,10,10,0.59,30,4,6.72,0.66,6,9.1,Achievement,66,No Reduction,10/10/2012,FRESENIUS MEDICAL CARE,1/28/2012
"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.",442718,-,6055 PRIMACY PARKWAY,SUITE 125,MEMPHIS,TN,38119,8,4,13%,36,35,273,13%,35,273,Achievement,6,69%,32,204,297,73%,222,306,Achievement,5,6,4,94%,40,252,268,96%,279,292,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,4,7,3,4%,36,18,442,6%,18,320,Improvement,10,0,92,0,3.276,0,0,2.887,Achievement,No Score,7,10,0,1.8,57,23,12.76,0.71,5,7.07,Achievement,55,0.50%,10/15/2012,FRESENIUS MEDICAL CARE,10/15/2012
"KIDNEY CENTER OF MISSIONARY RIDGE, LLC",442719,-,3810 BRAINERD ROAD,-,CHATTANOOGA,TN,37411,8,2,16%,70,106,646,16%,57,348,Achievement,5,66%,69,476,719,60%,280,464,Achievement,3,6,5,95%,81,639,671,98%,397,406,Achievement,0,38%,22,42,158,47%,41,87,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,4,7,10,0%,150,2,1307,0%,0,797,Achievement,3,1.291,145,12,9.294,2.069,12,5.8,Achievement,10,6,10,7,0.79,127,26,32.77,1.16,32,27.54,Achievement,60,No Reduction,9/6/2013,"KIDNEY CENTER, INC.",2/14/2016
"FRESENIUS MEDICAL CARE BARTLETT HOME, LLC",442720,-,"1533 BONNIE LANE, SUITE 101",-,CORDOVA,TN,38016,8,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,9,95%,31,189,199,73%,53,73,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,8,1%,48,4,341,6%,8,135,Achievement,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,7,10,5,0.96,30,7,6.41,No Rate,,N/A,Achievement,76,No Reduction,11/25/2013,FRESENIUS MEDICAL CARE,7/9/2014
TANNOR DIALYSIS LLC,442721,-,111 S CAMPBELL STATION RD,-,KNOXVILLE,TN,37934,8,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,10,0%,11,0,95,No Rate,,,Achievement,2,1.558,25,1,0.617,No Rate,,N/A,Achievement,No Score,No Score,No Score,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Reduction,3/31/2014,DAVITA,4/17/2014
DSI MEMPHIS LLC,442722,-,4711 NEELY ROAD,-,MEMPHIS,TN,38109,8,8,5%,20,9,171,No Rate,,,Achievement,8,73%,19,137,196,No Rate,52,59,Achievement,8,6,5,95%,21,166,176,No Rate,,,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,5,7,6,2%,34,5,290,5%,4,79,Achievement,0,2.043,38,5,2.447,No Rate,,N/A,Achievement,No Score,10,10,2,1.17,24,7,4.44,No Rate,,N/A,Achievement,56,0.50%,4/9/2014,DIVERSIFIED SPECIALTY INSTITUTES (DSI),3/28/2016
"BIO-MEDICAL APPLICATIONS OF TENNESSEE, INC.",442723,-,2519 E MAGNOLIA AVE,-,KNOXVILLE,TN,37914,8,5,10%,20,17,144,9%,3,32,Achievement,3,60%,16,71,150,58%,50,86,Achievement,4,6,9,99%,23,135,137,90%,71,79,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,7,2%,20,6,262,9%,7,78,Improvement,2,1.597,56,4,2.505,No Rate,,N/A,Achievement,No Score,7,10,0,1.44,44,15,10.41,1.01,5,4.94,Achievement,53,0.50%,6/30/2014,FRESENIUS MEDICAL CARE,6/30/2014
FMC SUMMER,442724,-,4569 SUMMER AVE,SUITE 102,MEMPHIS,TN,38122,8,0,25%,31,50,201,No Rate,,,Achievement,1,55%,31,140,256,No Rate,20,32,Achievement,1,6,5,95%,33,202,212,90%,35,39,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,5,7,4,3%,49,11,379,No Rate,,,Achievement,5,0.835,65,3,3.592,No Rate,,N/A,Achievement,No Score,10,10,0,1.29,51,20,15.51,No Rate,,N/A,Achievement,47,1.00%,9/3/2014,FRESENIUS MEDICAL CARE,9/4/2014
"DIALYSIS CLINIC, INC. - WAVERLY",442725,-,505 WEST MAIN STREET,-,WAVERLY,TN,37185,8,10,1%,19,2,164,7%,1,14,Achievement,9,77%,18,136,181,79%,44,56,Achievement,10,6,9,99%,18,155,157,100%,39,39,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,2,4%,29,10,270,2%,1,57,Achievement,10,0,32,0,1.424,No Rate,,N/A,Achievement,No Score,10,10,7,0.85,38,8,9.22,No Rate,,N/A,Achievement,85,No Reduction,9/8/2014,"DIALYSIS CLINIC, INC.",9/8/2014
EAST TENNESSEE DIALYSIS CENTER,442726,-,1629 EAST BROADWAY AVENUE,-,MARYVILLE,TN,37804,8,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Score,No Score,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Reduction,1/26/2015,NOT A CHAIN,3/12/2015
"SATELLITE HEALTHCARE SOUTH GERMANTOWN, LLC",442727,-,6548 QUINCE RD,-,MEMPHIS,TN,38119,8,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,6,96%,14,55,59,No Rate,,,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,6,7,10,0%,16,0,83,No Rate,,,Achievement,No Score,No Rate,34,N/A,N/A,No Rate,,N/A,N/A,No Score,7,10,7,0.84,13,6,4.62,No Rate,,N/A,Achievement,77,No Reduction,3/13/2015,SATELLITE DIALYSIS,3/20/2015
BIO-MEDICAL APPLICATIONS OF TENNESSEE,442728,-,1826 AILOR AVENUE,-,KNOXVILLE,TN,37921,8,10,0%,13,0,16,No Rate,,,Achievement,10,89%,13,49,55,No Rate,0,0,Achievement,10,6,No Score,No Rate,<11,,,No Rate,,,N/A,10,100%,16,56,56,No Rate,,,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,10,7,10,0%,32,0,110,No Rate,,,Achievement,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,10,10,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,100,No Reduction,6/9/2015,FRESENIUS MEDICAL CARE,8/20/2015
"NXKC MEMPHIS, LLC",442729,-,8040 WOLF RIVER BOULEVARD,SUITE 101,GERMANTOWN,TN,38138,8,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Score,No Score,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Reduction,12/21/2015,NOT A CHAIN,12/21/2015
"SATELLITE HEALTHCARE CHICKASAW GARDENS, LLC",442730,-,2980 POPLAR AVE,SUITE 102,MEMPHIS,TN,38111,8,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Score,No Score,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Reduction,12/16/2015,SATELLITE HEALTHCARE,12/16/2015
DIALYSIS CLINIC INC. (CAMP OKAWEHNA),442900,-,ROUTE 1 LICK CREEK ROAD,-,LYLES,TN,37098,8,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,16,N/A,N/A,No Rate,,N/A,N/A,No Score,No Score,No Score,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,No Reduction,6/9/2012,"DIALYSIS CLINIC, INC.",7/7/2014
UNIV OF TEXAS MEDICAL BRANCH,452303,450018,301 UNIVERSITY BLVD,-,GALVESTON,TX,77555,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,10,0%,15,1,134,3%,4,139,Achievement,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,10,10,No Score,No Rate,<11,,N/A,0.7,3,4.32,N/A,100,No Reduction,8/31/1977,STATE OWNED,12/18/2010
CHILDREN'S MEMORIAL HERMANN DIALYSIS CENTER,452309,450068,6411 FANNIN ST,-,HOUSTON,TX,77030,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,91%,61,67,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,4,1.111,19,3,1.974,No Rate,,N/A,Achievement,0,10,10,10,0.28,13,1,3.59,0.84,7,8.37,Achievement,69,No Reduction,4/1/1977,MEMORIAL HERMANN HEALTHCARE SYSTEM,4/29/2016
TEXAS CHILDRENS HOSPITAL DIALYSIS UNIT,452333,453304,6621 FANNIN STE WT 8-100,-,HOUSTON,TX,77030,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,8,96%,16,80,84,95%,84,88,Achievement,8,7,6,12%,20,21,105,37%,69,189,Improvement,1,1.696,59,9,5.307,0.572,2,3.494,Achievement,No Score,8,10,8,0.73,33,8,10.59,0.5,4,7.98,Achievement,65,No Reduction,2/2/1987,NOT A CHAIN,3/11/2011
CHILDRENS MEDICAL CENTER DIALYSIS UNIT,452344,453302,1935 MEDICAL DISTRICT DRIVE,-,DALLAS,TX,75235,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,8,97%,11,91,94,93%,80,86,Achievement,8,7,10,0%,16,0,107,2%,3,141,Achievement,0,2.325,52,14,6.023,0.764,4,5.233,Achievement,0,9,10,10,0.57,27,5,8.8,0.69,6,8.67,Achievement,66,No Reduction,6/27/1985,NOT A CHAIN,12/2/2007
COOK CHILDRENS MEDICAL CENTER DIALYSIS UNIT,452358,453300,801 SEVENTH AVE,-,FORT WORTH,TX,76104,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,9,98%,12,97,99,96%,128,133,Achievement,9,7,No Score,No Rate,<11,,,No Rate,,,N/A,0,2.375,25,6,2.429,0.413,1,2.423,Achievement,0,2,10,6,0.91,37,9,9.51,0.19,1,5.32,Achievement,47,1.00%,2/15/1991,NOT A CHAIN,11/5/2004
CHRISTUS CHILDRENS KIDNEY CENTER,452372,450237,333 NORTH SANTA ROSA STREET,F-2651,SAN ANTONIO,TX,78207,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,10,0,14,0,1.17,0,0,0.904,Achievement,No Score,10,10,No Score,No Rate,<11,,N/A,1.01,3,2.96,N/A,100,No Reduction,7/1/2007,NOT A CHAIN,4/29/2016
WILBARGER GENERAL HOSPITAL DIALYSIS OF VERNON,452374,450584,1000 GARLAND JOHNSTON DRIVE,-,VERNON,TX,76384,14,7,8%,25,16,207,6%,12,218,Achievement,10,81%,23,186,231,84%,190,225,Achievement,8,6,9,99%,25,203,205,100%,223,223,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,10,0%,32,0,280,0%,0,275,Achievement,10,0,35,0,1.733,0,0,1.034,Achievement,No Score,10,10,5,0.97,25,7,5.87,No Rate,,N/A,Achievement,87,No Reduction,6/6/2003,NOT A CHAIN,6/6/2003
REEVES COUNTY HOSPITAL DIALYSIS CENTER,452378,450201,2323 TEXAS STREET,-,PECOS,TX,79772,14,10,0%,30,0,276,0%,1,279,Achievement,10,80%,29,238,297,75%,228,303,Achievement,10,6,9,99%,33,271,275,99%,277,280,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,8,1%,38,3,359,0%,0,328,Achievement,1,1.693,50,3,1.772,1.134,2,1.764,Achievement,No Score,10,10,8,0.74,25,4,4.93,1.2,5,4.16,Achievement,79,No Reduction,9/10/2004,NOT A CHAIN,1/1/2008
WISE REGIONAL HEALTH SYSTEM DIALYSIS CENTER,452379,450271,2150 S. FM 51,-,DECATUR,TX,76234,14,8,6%,72,38,645,4%,21,598,Achievement,4,62%,67,427,689,66%,438,667,Achievement,6,6,8,98%,75,583,596,99%,523,528,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,10,0%,85,3,751,4%,15,386,Achievement,3,1.359,122,9,6.621,No Rate,,N/A,Achievement,No Score,10,10,8,0.72,114,22,30.74,1.05,23,21.99,Achievement,76,No Reduction,10/1/2004,NOT A CHAIN,3/1/2016
DRISCOLL CHILDREN'S HOSPITAL DIALYSIS UNIT,452380,453301,3533 ALAMEDA,2ND FLOOR SLOAN BLDG,CORPUS CHRISTI,TX,78411,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,4,1.136,19,3,1.929,0.462,1,2.163,Achievement,0,10,10,8,0.75,19,5,5.59,1.43,5,3.5,Achievement,62,No Reduction,4/8/2005,NOT A CHAIN,4/8/2005
SHANNON MEDICAL CENTER OUTPATIENT DIALYSIS CENTER,452384,450571,2018 PULLIAM,-,SAN ANGELO,TX,76905,14,8,5%,118,51,1023,3%,32,1080,Achievement,0,38%,107,413,1082,42%,477,1132,Achievement,4,6,9,99%,124,975,985,99%,1032,1044,Achievement,9,94%,16,87,95,No Rate,,,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,10,0%,156,3,1382,0%,0,1443,Achievement,2,2.859,171,22,7.694,3.774,29,7.683,Improvement,No Score,10,10,3,1.07,197,53,49.58,0.96,39,40.49,Achievement,65,No Reduction,3/1/2009,NOT A CHAIN,3/2/2009
CHILDRESS REGIONAL MEDICAL CENTER DIALYSIS,452385,450369,910 REAR  OAK LANE,-,CHILDRESS,TX,79201,14,9,4%,21,9,195,11%,24,217,Achievement,9,77%,20,154,201,58%,136,233,Achievement,9,6,7,97%,22,186,192,94%,195,208,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,7,7,3,12%,23,28,212,19%,28,149,Improvement,2,1.466,30,2,1.365,0,0,1.981,Achievement,0,10,9,8,0.78,16,4,3.91,1.23,10,8.14,Achievement,61,No Reduction,10/1/2008,NOT A CHAIN,10/2/2008
UNIVERSITY HEALTH SYSTEM CHILDREN'S KIDNEY CENTER,452388,450213,4502 MEDICAL DRIVE,MS 111-1,SAN ANTONIO,TX,78229,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,7,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,11,N/A,N/A,No Rate,,N/A,N/A,No Score,No Score,No Score,4,1.03,16,7,4.16,No Rate,,N/A,Achievement,No Score,No Reduction,3/4/2015,STATE OWNED,3/4/2015
MIDTOWN KIDNEY CENTER,452500,-,2616 BLODGETT,-,HOUSTON,TX,77004,14,5,11%,42,37,332,8%,32,381,Achievement,2,58%,39,209,362,55%,216,395,Achievement,4,6,8,98%,44,326,334,97%,367,379,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,8,7,8,1%,67,6,602,0%,0,587,Achievement,7,0.468,136,2,4.271,0,0,4.96,Achievement,No Score,9,10,5,0.98,58,15,15.23,0.61,7,11.42,Achievement,71,No Reduction,8/31/1977,FRESENIUS MEDICAL CARE,5/18/2016
FRESENIUS MEDICAL CARE PD SERVICES OF DALLAS,452501,-,8700 NORTH STEMMONS,SUITE # 130,DALLAS,TX,75247,14,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,No Rate,<11,,,No Rate,,,N/A,No Score,6,No Score,No Rate,<11,,,No Rate,,,N/A,9,94%,36,251,268,92%,259,283,Achievement,No Score,No Rate,<11,,,No Rate,,,N/A,9,7,4,3%,49,11,410,4%,16,429,Achievement,No Score,No Rate,<11,,N/A,No Rate,,N/A,N/A,No Score,3,9,5,1,31,7,5.92,1.5,11,7.33,Improvement,62,No Reduction,8/31/1977,FRESENIUS MEDICAL CARE,5/2/2016
